@relation MicTrain
@attribute f_0 numeric
@attribute f_1 numeric
@attribute f_2 numeric
@attribute f_3 numeric
@attribute f_4 numeric
@attribute f_5 numeric
@attribute f_6 numeric
@attribute f_7 numeric
@attribute f_8 numeric
@attribute f_9 numeric
@attribute f_10 numeric
@attribute f_11 numeric
@attribute f_12 numeric
@attribute f_13 numeric
@attribute f_14 numeric
@attribute f_15 numeric
@attribute f_16 numeric
@attribute f_17 numeric
@attribute f_18 numeric
@attribute f_19 numeric
@attribute f_20 numeric
@attribute f_21 numeric
@attribute f_22 numeric
@attribute f_23 numeric
@attribute f_24 numeric
@attribute f_25 numeric
@attribute f_26 numeric
@attribute f_27 numeric
@attribute f_28 numeric
@attribute f_29 numeric
@attribute f_30 numeric
@attribute f_31 numeric
@attribute f_32 numeric
@attribute f_33 numeric
@attribute f_34 numeric
@attribute f_35 numeric
@attribute f_36 numeric
@attribute f_37 numeric
@attribute f_38 numeric
@attribute f_39 numeric
@attribute f_40 numeric
@attribute f_41 numeric
@attribute f_42 numeric
@attribute f_43 numeric
@attribute f_44 numeric
@attribute f_45 numeric
@attribute f_46 numeric
@attribute f_47 numeric
@attribute f_48 numeric
@attribute f_49 numeric
@attribute f_50 numeric
@attribute f_51 numeric
@attribute f_52 numeric
@attribute f_53 numeric
@attribute f_54 numeric
@attribute f_55 numeric
@attribute f_56 numeric
@attribute f_57 numeric
@attribute f_58 numeric
@attribute f_59 numeric
@attribute f_60 numeric
@attribute f_61 numeric
@attribute f_62 numeric
@attribute f_63 numeric
@attribute f_64 numeric
@attribute f_65 numeric
@attribute f_66 numeric
@attribute f_67 numeric
@attribute f_68 numeric
@attribute f_69 numeric
@attribute f_70 numeric
@attribute f_71 numeric
@attribute f_72 numeric
@attribute f_73 numeric
@attribute f_74 numeric
@attribute f_75 numeric
@attribute f_76 numeric
@attribute f_77 numeric
@attribute f_78 numeric
@attribute f_79 numeric
@attribute f_80 numeric
@attribute f_81 numeric
@attribute f_82 numeric
@attribute f_83 numeric
@attribute f_84 numeric
@attribute f_85 numeric
@attribute f_86 numeric
@attribute f_87 numeric
@attribute f_88 numeric
@attribute f_89 numeric
@attribute f_90 numeric
@attribute f_91 numeric
@attribute f_92 numeric
@attribute f_93 numeric
@attribute f_94 numeric
@attribute f_95 numeric
@attribute f_96 numeric
@attribute f_97 numeric
@attribute f_98 numeric
@attribute f_99 numeric
@attribute f_100 numeric
@attribute f_101 numeric
@attribute f_102 numeric
@attribute f_103 numeric
@attribute f_104 numeric
@attribute f_105 numeric
@attribute f_106 numeric
@attribute f_107 numeric
@attribute f_108 numeric
@attribute f_109 numeric
@attribute f_110 numeric
@attribute f_111 numeric
@attribute f_112 numeric
@attribute f_113 numeric
@attribute f_114 numeric
@attribute f_115 numeric
@attribute f_116 numeric
@attribute f_117 numeric
@attribute f_118 numeric
@attribute f_119 numeric
@attribute f_120 numeric
@attribute f_121 numeric
@attribute f_122 numeric
@attribute f_123 numeric
@attribute f_124 numeric
@attribute f_125 numeric
@attribute f_126 numeric
@attribute f_127 numeric
@attribute f_128 numeric
@attribute f_129 numeric
@attribute f_130 numeric
@attribute f_131 numeric
@attribute f_132 numeric
@attribute f_133 numeric
@attribute f_134 numeric
@attribute f_135 numeric
@attribute f_136 numeric
@attribute f_137 numeric
@attribute f_138 numeric
@attribute f_139 numeric
@attribute f_140 numeric
@attribute f_141 numeric
@attribute f_142 numeric
@attribute f_143 numeric
@attribute f_144 numeric
@attribute f_145 numeric
@attribute f_146 numeric
@attribute f_147 numeric
@attribute f_148 numeric
@attribute f_149 numeric
@attribute f_150 numeric
@attribute f_151 numeric
@attribute f_152 numeric
@attribute f_153 numeric
@attribute f_154 numeric
@attribute f_155 numeric
@attribute f_156 numeric
@attribute f_157 numeric
@attribute f_158 numeric
@attribute f_159 numeric
@attribute f_160 numeric
@attribute f_161 numeric
@attribute f_162 numeric
@attribute f_163 numeric
@attribute f_164 numeric
@attribute f_165 numeric
@attribute f_166 numeric
@attribute f_167 numeric
@attribute f_168 numeric
@attribute f_169 numeric
@attribute f_170 numeric
@attribute f_171 numeric
@attribute f_172 numeric
@attribute f_173 numeric
@attribute f_174 numeric
@attribute f_175 numeric
@attribute f_176 numeric
@attribute f_177 numeric
@attribute f_178 numeric
@attribute f_179 numeric
@attribute f_180 numeric
@attribute f_181 numeric
@attribute f_182 numeric
@attribute f_183 numeric
@attribute f_184 numeric
@attribute f_185 numeric
@attribute f_186 numeric
@attribute f_187 numeric
@attribute f_188 numeric
@attribute f_189 numeric
@attribute f_190 numeric
@attribute f_191 numeric
@attribute f_192 numeric
@attribute f_193 numeric
@attribute f_194 numeric
@attribute f_195 numeric
@attribute f_196 numeric
@attribute f_197 numeric
@attribute f_198 numeric
@attribute f_199 numeric
@attribute label {A,B}
@data
0.6986951,0.42970443,0.78269184,0.42792627,0.6052619,0.6459304,0.3791642,0.7765187,0.50725496,0.8740853,0.39400667,0.6017867,0.4724202,0.64300793,0.75808626,0.6639599,1.0642439,0.8327657,1.0374061,0.999572,1.1794994,1.5698739,1.5850492,1.504394,1.5411321,4.730462,3.8600268,8.823363,5.5721993,11.718697,9.6038065,13.042938,16.848133,23.230274,29.402296,31.690435,40.84797,26.873695,30.189781,21.47876,35.198265,20.756592,17.60677,47.297752,34.562035,31.341463,22.426096,36.365494,45.257614,29.777855,18.026306,32.51653,17.501453,25.09199,30.122244,24.105251,21.76757,29.072844,31.981924,44.27966,35.874817,32.16531,21.440002,37.59559,21.332195,27.699492,34.41254,16.804407,26.387543,26.834023,49.806175,35.25919,27.507055,10.522746,19.168512,18.126709,18.97042,24.65179,31.098463,18.0903,36.86469,11.077146,13.735606,22.88404,4.8610487,23.39449,9.952763,33.446148,17.09329,38.014645,25.295534,26.768356,12.051746,6.355759,14.132871,21.99707,30.574894,5.7289615,18.652472,15.227011,20.034561,7.187771,8.365264,8.550552,15.523032,16.431417,12.9667225,13.223089,20.4538,8.18456,7.5752525,12.292884,8.8485985,16.691631,8.849754,14.587656,17.60997,30.830305,11.130824,9.322928,8.129267,17.778173,14.485998,14.441359,14.164476,9.9897785,8.4684,8.199717,6.896054,5.2432466,5.341499,8.273547,18.078058,18.44371,19.000214,14.882045,7.8841434,18.069593,20.312502,7.4862676,7.8061633,13.493492,5.992414,5.370528,12.126982,12.267855,7.3437357,5.009812,5.6217384,6.8608804,11.33137,13.840396,4.3111978,17.547762,16.436495,7.9589615,11.249814,10.263053,12.007651,6.141977,15.174745,12.42743,8.552003,6.488084,12.664125,18.268566,8.793834,5.2789464,7.032069,6.694474,10.601144,11.300811,8.482668,5.9919643,8.713684,12.95888,5.687347,4.085766,7.2441754,5.9577875,10.631401,8.039546,8.246205,15.605413,8.961096,12.600282,10.506194,6.374091,11.616509,11.0089245,7.0531983,4.209097,7.884797,6.0648537,7.06478,7.931828,6.1844134,3.4224896,5.3576236,0.0,A
0.6966696,0.7127431,0.67652315,0.69877213,0.68507564,0.71599555,0.72446585,0.6526116,0.8091682,0.7542197,0.76909494,0.7850712,0.77153665,0.7385287,0.8261332,0.96084446,1.0658088,1.0738512,0.9721459,1.1260405,1.1033477,1.3240439,1.5291437,1.6385735,1.5165883,2.46425,4.8334846,7.394132,5.621371,5.4746966,8.839536,8.357472,6.3089013,7.4306297,8.590263,11.04312,12.721706,9.602284,13.03772,17.67665,11.480268,9.652156,14.622215,19.039257,11.098441,15.102921,17.628948,9.450058,16.836254,15.825435,14.898059,14.59763,15.404807,10.537582,16.595158,17.481665,19.221466,10.506404,10.731348,13.039329,11.62639,10.110086,7.6445556,9.185608,9.420483,8.739095,7.9058957,9.364047,7.243438,9.266052,10.721943,7.0543876,6.9005427,7.409833,5.418466,10.154058,5.440017,6.7323184,10.369478,10.944807,10.028728,7.0038457,6.6670537,4.7360754,8.7224045,6.9566145,7.4975214,9.166133,3.9941533,5.9228125,7.1151686,5.5626636,7.0509825,6.4889226,4.0975556,4.374825,3.8844354,6.158351,8.648586,9.45819,7.977496,5.5485578,6.027345,9.124343,8.632207,7.991505,7.9998336,6.2358875,4.793514,4.319354,4.966859,5.3328595,4.2207484,5.5256023,2.6896117,6.443843,7.891611,8.1365385,5.2446504,3.244809,6.0484877,6.155344,4.2576857,4.5918975,6.919531,5.0870104,5.008022,3.525495,4.4008527,5.7638464,4.459801,2.6381252,5.6011086,3.173305,4.0095024,4.452066,3.9655983,3.845379,4.1939464,3.9057798,5.0794687,3.0880165,3.2761562,3.7462168,3.5075479,3.8130069,3.4291005,5.49761,5.444072,3.3647418,2.9529712,3.4188635,6.126821,4.523716,4.223361,3.620809,3.9614732,3.5995953,3.9867003,3.4162219,3.1540966,3.9352624,3.4112453,2.9642477,2.1148322,3.4749238,3.1944544,3.6557932,3.6225212,3.2584836,2.3322747,3.1077332,2.755268,2.5127788,1.4572872,2.221328,3.237748,4.632426,2.4614382,1.5311229,2.0869412,3.6668975,4.1393657,2.0661032,3.3424265,3.1514747,3.0918674,3.3034554,3.3661528,2.605762,3.338679,2.2320614,2.9368184,3.1467898,2.7033472,3.4885414,1.6796412,2.0309906,2.6262178,0.0,A
14.84447,12.008218,11.773808,6.5396824,7.170251,10.072302,14.940379,11.717163,9.652646,4.7236586,7.6457934,9.271676,11.478319,12.990036,8.493766,12.248723,9.844106,12.65757,13.339111,5.6353145,14.484419,6.0883207,11.948681,14.980797,13.692212,11.623791,15.593727,28.38586,24.330412,29.132994,55.9833,35.74279,39.49095,31.909828,78.73552,85.59297,59.430443,87.62486,108.24179,141.88438,89.68527,69.17221,99.80553,104.186386,75.55457,101.72525,90.03128,79.377754,157.32617,93.73994,98.634056,159.85875,129.03236,100.4281,125.695526,102.350266,92.316666,63.998447,89.939606,60.232838,78.627045,57.959213,164.91296,110.1828,26.084019,111.47254,60.71918,94.65739,90.59943,47.682465,60.03613,89.74567,59.64641,89.348595,113.871445,35.220028,54.811752,111.1249,36.846684,47.465492,80.720764,58.37329,43.631153,104.94571,102.25025,89.567154,36.729942,96.75164,96.76984,55.275124,48.514153,50.527992,88.5134,62.1555,54.94368,35.88529,36.623466,28.505508,86.568535,48.51451,73.041695,32.474377,71.58749,56.648617,40.521378,57.67259,70.44479,48.781143,59.516647,36.372646,74.009094,59.45997,110.82041,57.38374,38.980328,69.11508,22.25296,31.56682,62.157097,33.98195,51.701603,18.915958,70.010414,39.747356,39.187214,52.587246,68.70243,55.692635,32.19451,37.451946,34.710663,45.523167,45.423668,57.94231,61.00706,39.6842,16.542467,23.002378,29.211884,36.40073,30.942669,31.950073,38.82077,74.96321,34.641003,34.697052,91.21235,41.06136,43.426125,34.447487,56.534428,20.79054,27.39763,30.781431,39.97614,72.40112,46.021194,46.976078,30.803062,18.554369,40.541027,48.587307,17.709661,39.724632,44.51613,20.017677,46.258057,30.62817,22.564453,46.74912,24.980446,35.50341,16.373367,52.49698,33.634068,58.09016,22.004238,31.70255,16.330053,53.310707,31.373003,31.682287,71.21009,37.85288,28.252897,40.192966,16.764193,34.88892,18.479296,48.390858,33.29859,21.387928,46.523212,23.16068,52.287914,23.445276,16.573723,28.10962,23.26254,0.0,A
0.31770778,0.3078942,0.2930976,0.32231975,0.32088938,0.34772074,0.3348493,0.39925653,0.36811352,0.38022313,0.34506255,0.42033908,0.44447815,0.42602363,0.52243924,0.48420528,0.5963269,0.58418393,0.41655105,0.534014,0.65994257,0.7999495,0.55413073,0.7282938,0.7632306,2.1251152,2.715184,1.4646391,3.0629518,4.6710086,3.810568,9.459173,6.7990828,6.0206714,16.611305,10.246455,29.107288,10.868031,22.036526,12.41506,6.5139003,24.026316,17.526316,11.787933,9.851033,14.4176,25.591568,19.720276,9.627254,4.6199102,12.039906,25.753567,9.811128,9.942557,9.273414,2.8349311,9.297719,13.126647,7.970853,13.128597,6.479733,7.7487187,21.32946,9.025802,3.9661462,3.0235195,7.890934,4.28476,7.58212,12.032668,3.7966573,4.704221,12.326222,10.914902,6.4710546,8.967779,9.821927,6.932135,4.1513124,5.6963234,7.290963,2.5705879,2.9793837,6.574804,2.0635018,4.6005044,5.226052,3.613815,7.4227276,5.4363427,2.7216833,7.290648,5.8060308,6.816999,3.3612556,1.4910358,6.289658,8.431918,3.8370788,6.9980283,8.680402,4.2015452,2.1296532,3.5178194,5.7913055,5.2012024,9.091608,7.710075,8.339349,8.127434,8.559478,5.596832,4.138558,3.6650834,4.097392,4.261081,4.8000627,3.6241622,4.3488746,3.4239452,3.0193849,3.150917,7.319414,6.403649,4.92681,3.1315796,1.2275205,6.1098657,7.9741225,5.2514915,2.0736377,4.9621987,2.4952953,5.34931,2.935234,5.9162583,6.9688473,2.3452373,2.567846,3.293164,1.4587377,4.844703,5.296884,3.139274,2.7933922,2.768967,3.04461,1.9631292,2.8233485,3.7274544,3.051617,2.2688088,5.603386,7.334538,6.9872236,4.047395,4.031814,5.6651206,7.4040723,3.5852242,1.0519733,2.2582724,3.2920964,3.2766988,2.966121,2.8107047,2.3625755,1.6033027,4.7410045,2.5252187,1.9362165,1.8116072,2.2080472,2.6141357,2.8232405,3.8315227,2.999057,0.79016364,4.215443,3.656698,3.1040132,1.8158082,4.460232,6.7064447,3.8985455,2.0155878,1.9645087,3.3003283,2.6929939,2.812954,3.4840882,3.5688863,3.111954,3.64779,1.6169175,1.7043134,3.8483438,4.08141,4.5354934,0.0,A
16.457682,21.491182,16.976112,8.211172,25.009848,17.667736,14.31897,31.832354,13.151976,20.247173,11.970272,19.734657,7.9021764,26.37528,15.918274,18.663488,16.110195,14.5599375,19.878187,15.632183,18.173874,25.898916,24.993717,23.201546,22.045687,35.337757,22.989614,27.466055,28.552727,33.132874,27.636215,43.043743,30.70117,63.205353,47.4502,76.93183,71.40647,77.29052,56.807896,84.232994,67.32756,70.557175,103.55631,122.69214,117.72961,95.97795,125.953804,104.46591,121.67322,106.64235,75.344505,97.73295,147.81815,141.04892,86.08254,143.32314,86.24763,74.60424,128.10051,92.683205,113.21374,132.64352,156.9401,75.776215,114.025894,151.62459,100.195625,147.55467,107.33993,106.60369,61.714737,118.72367,119.111725,167.1393,138.29059,89.353745,65.430466,120.71414,110.92268,110.602135,124.49473,83.98342,114.99536,74.92582,128.11995,139.60684,103.59845,92.23846,110.35517,88.47916,137.50705,60.479362,105.61338,67.38506,61.427727,95.0236,84.66846,108.70241,115.95999,104.214134,126.280655,107.95258,84.826546,75.55941,109.57119,66.12584,88.41551,115.17794,94.46464,88.48645,86.30004,75.85105,82.364136,70.284325,66.607185,66.72885,70.02063,69.07743,83.811676,102.611046,72.8079,76.47388,123.27822,98.75463,59.654778,68.484924,79.23002,76.132195,89.59635,86.79911,65.08374,53.959793,90.370926,99.40071,99.58407,110.41377,131.94072,55.94917,83.03939,78.78721,47.679214,97.74008,72.819405,123.364655,67.567116,47.956596,83.89104,99.91293,118.133446,97.41547,50.550636,60.724422,65.76527,56.562332,43.192177,77.07432,50.267197,69.1127,58.598793,57.06377,61.812336,73.5646,66.08639,57.48809,62.67979,90.725174,68.41595,60.86271,56.178078,73.32876,44.313446,75.65311,41.331608,44.908276,66.08633,56.967934,37.393673,53.861523,58.401413,114.4926,71.718346,42.534527,30.737694,65.66277,65.143524,55.69524,56.70989,57.183884,57.16073,31.960688,56.136757,81.581604,51.868443,39.80677,47.529503,46.65319,56.123146,75.2623,49.56336,0.0,A
8.40322,7.0066843,10.074026,7.891769,11.167705,17.667736,14.31897,8.7741165,12.917522,17.195395,15.39293,19.734657,7.3533964,8.606074,12.561701,8.577916,12.284958,8.43799,17.034388,15.632183,12.8343115,25.898916,23.518715,18.322397,11.065815,16.597317,5.3737135,27.466055,12.942885,20.472527,27.636215,42.173576,25.623726,40.224766,29.130457,41.749126,71.40647,64.43681,37.563427,84.232994,46.429066,31.234547,100.569824,122.69214,124.58973,62.27519,74.445335,67.23109,47.89173,129.39752,50.461113,48.93473,130.99043,78.38284,119.65242,99.23865,79.010216,56.051426,94.00906,125.87093,89.949554,72.01331,105.4129,75.776215,114.025894,123.43082,65.377426,86.904205,107.33993,106.60369,160.371,118.72367,43.204777,107.07876,138.29059,89.353745,45.866962,120.71414,64.21861,110.602135,65.01006,92.68228,49.306755,77.43763,76.91155,139.60684,44.272717,49.356625,110.35517,65.03085,91.84785,45.424545,105.61338,85.556366,50.049347,60.149223,54.462673,85.38403,63.493534,69.39803,34.005085,107.95258,41.275764,52.072197,61.362537,56.05299,87.57406,47.832424,36.225784,77.83632,47.73594,98.305435,84.60323,42.072582,66.607185,37.010773,69.45173,52.639545,53.654945,50.341145,72.8079,69.76172,64.36806,68.118996,59.654778,43.327187,33.473854,76.132195,89.59635,86.79911,86.85127,26.534197,10.475066,23.74617,45.269382,68.24605,56.66766,39.453983,63.529976,37.042664,40.363,40.94564,54.654324,52.222103,35.209076,59.108456,47.35235,44.903606,53.38868,97.41547,32.501415,60.724422,58.49302,47.893105,42.63876,42.88448,25.007853,69.1127,59.55157,57.06377,34.708443,46.549118,29.256498,33.71718,26.412144,90.725174,40.561226,29.222893,36.236607,73.32876,44.313446,40.967865,20.647104,41.628628,47.119804,54.28034,24.125216,16.505999,37.51678,94.95437,17.030884,35.746567,23.016571,51.633106,33.66308,22.00816,20.552225,28.323103,49.50252,31.960688,56.136757,21.891098,51.868443,36.976803,44.112827,35.730484,56.123146,35.86885,25.020565,0.0,A
27.053469,18.678137,29.610138,17.487162,23.39058,19.116678,26.160448,31.613585,24.204924,12.464162,27.168365,26.707893,34.068947,20.00877,22.1503,23.502048,30.977856,18.829697,30.338678,20.148075,29.78336,22.073679,29.005415,22.175177,33.60696,32.617283,27.27867,46.974068,35.709705,47.1345,65.53961,86.29351,49.752335,103.06493,55.944378,121.4942,115.01297,123.87431,114.862404,76.8523,118.770355,120.74806,182.21571,166.16624,100.06767,163.16888,169.64236,160.29059,105.003265,169.36287,94.87549,169.6804,197.71777,130.64796,216.62836,138.42625,145.95445,120.37254,126.3707,129.4321,154.6956,75.93797,87.58832,112.361916,120.221306,174.39217,126.96175,90.86113,118.87425,138.82678,113.58384,120.994286,136.66081,141.62837,141.05948,135.68555,103.10286,53.481506,157.1321,166.8248,66.53764,123.454155,150.2606,111.69815,116.65973,106.2381,109.18173,138.00046,88.21444,85.80268,108.05315,138.53441,130.84178,66.92826,128.23788,124.06303,98.70163,125.543976,122.98278,97.513664,86.3017,113.543106,100.90788,80.78272,139.819,112.87937,89.90129,72.85446,53.704487,84.61295,92.27706,131.54662,102.822136,60.882492,96.148415,84.791725,89.766075,130.78683,69.603165,110.77737,88.924286,130.51305,95.93416,71.2478,142.36075,152.52953,67.69614,74.98059,112.545044,72.10798,84.815445,61.708866,80.66138,97.98113,74.36233,85.57406,91.697914,95.71322,98.404076,62.279964,72.331154,90.4118,81.78982,73.31799,81.93295,116.47768,86.63531,67.74043,70.20252,94.80399,87.79326,129.9126,56.94909,79.629166,59.797085,109.50656,39.173874,76.85684,59.222584,60.083378,58.401028,108.36129,84.142265,82.8701,24.567842,35.413765,118.373535,66.64972,74.190704,42.88815,67.095,93.74643,89.606895,89.71506,55.94235,71.383705,56.764565,116.94174,79.35988,101.00783,62.847607,87.43786,96.20223,65.85162,52.17496,79.01576,38.57772,95.657616,88.24471,76.38627,91.277756,81.708206,55.89242,84.408615,45.36252,92.77787,39.73993,47.022545,40.45613,0.0,A
25.697136,21.07561,29.610138,17.487162,14.927621,19.116678,16.109236,15.657927,17.493338,6.94115,7.556282,16.10425,6.142646,20.00877,13.693712,16.518536,13.960425,19.23661,21.345951,15.12801,21.164907,19.006098,22.931795,16.342073,25.924704,13.993835,21.045422,14.735787,21.38583,42.9255,48.570488,28.116144,35.087864,45.009293,32.065083,70.858986,62.481243,123.87431,96.0092,58.055595,118.770355,54.5432,96.84492,100.203896,126.6454,63.166523,169.64236,62.854218,105.003265,73.51431,114.262825,154.5383,105.87714,62.169106,73.42612,83.86629,133.97961,120.37254,81.63478,106.04204,173.4085,123.497955,102.15961,112.361916,73.50562,57.7326,126.96175,113.15698,121.69811,132.05304,79.84378,120.994286,136.66081,99.30105,25.269773,84.1284,119.29393,48.841232,52.13797,99.09568,111.42471,121.52855,62.730988,56.31395,85.06126,106.2381,104.471794,138.00046,70.154854,80.75735,85.944244,97.01556,130.84178,63.82256,117.20573,87.459274,100.7184,125.543976,42.13643,118.84329,78.11888,46.8094,70.38552,87.6981,139.819,71.257286,88.135994,58.031815,74.97032,61.98883,86.844795,53.391266,95.94811,36.760796,96.148415,116.933525,56.43754,76.114624,65.23158,59.580784,75.1122,53.458893,95.93416,54.663605,28.956493,78.4906,67.69614,74.98059,49.515663,72.10798,84.815445,77.13123,42.692104,53.12171,70.84216,88.27603,61.74613,68.82007,35.86465,47.08796,65.379906,55.86311,63.888973,32.677513,46.3779,48.199936,48.068657,67.74043,31.530436,68.58064,52.260624,64.84355,97.26376,79.629166,50.54938,53.109257,38.18781,48.77615,62.750523,41.75741,54.333004,23.643534,32.65899,44.495663,55.839447,36.139954,54.752953,31.493515,65.2264,53.119244,24.317259,50.485825,55.655136,27.63823,43.7876,21.835806,32.436623,29.662868,44.990196,39.992065,46.276722,64.84828,38.91194,37.568836,39.74712,79.01576,43.661568,50.64579,33.418514,76.38627,91.277756,38.84776,48.2215,33.418327,45.36252,39.796864,21.111673,34.951527,30.572151,0.0,A
0.23591177,0.24699986,0.22973898,0.26427558,0.27991214,0.2058776,0.2552565,0.25812477,0.26065657,0.22119151,0.24690716,0.2681781,0.27848166,0.3121936,0.30800474,0.33418122,0.2742679,0.25872234,0.35342526,0.2948725,0.34423456,0.38251206,0.36261696,0.6355575,0.54614717,0.36118117,0.79205126,2.8854957,1.9149052,2.387804,3.2964623,3.9357119,2.2498126,7.9820914,4.058183,6.4549847,4.348489,7.2517304,6.420735,3.8637235,9.122048,7.551853,6.8577204,4.9029717,14.262747,10.450626,12.0059805,19.926521,12.316791,3.4075732,6.538596,7.7556667,3.801115,10.886663,13.153333,3.9340417,4.786984,8.825358,6.9486156,6.40834,11.221311,5.904036,4.486476,4.787889,7.2006936,6.680918,1.7053784,2.1777368,2.3675723,2.498198,5.4735436,9.262342,9.748575,5.2919936,10.441603,3.9290125,3.8722794,3.0595715,6.41205,4.041646,4.856149,4.116073,3.8090386,4.796356,3.8167665,2.6631198,3.2381816,3.2883775,4.105332,2.9196942,7.690852,7.693341,0.91345763,2.0301127,4.188731,2.9854028,1.6805362,0.7903669,1.537703,2.069903,4.152316,3.4194064,1.1309965,2.2223718,2.9291115,5.3134894,3.129239,4.557946,4.400549,1.4265026,2.6911306,0.68876994,1.6671574,2.833056,2.7441127,2.5590858,3.0544987,2.7750785,2.8179777,2.6453037,3.2050025,2.3330123,4.147384,2.196315,1.6353354,2.9199896,4.523944,2.2602544,1.7770183,0.6443932,2.8269928,1.6925036,4.009141,4.3199487,1.0128633,2.9294908,2.5689087,3.974352,1.7065994,2.7484899,3.5317197,3.4677894,1.4808959,1.9353465,2.5947845,1.8318884,1.0769602,0.97172636,0.870586,1.9938384,2.8724794,0.8864999,0.7405465,0.2327231,0.8594061,2.85897,1.4763914,1.6820475,1.0454396,1.4779382,1.6573172,1.4971755,1.3936164,0.985667,1.5759735,1.9794931,0.54590327,1.0664479,1.3421316,1.7836795,2.0306294,1.1583899,1.089576,1.6887757,2.3009212,0.7293469,0.7478146,1.5718923,1.1429251,0.6154678,0.15845409,1.7811869,2.6066604,0.92033434,0.8565653,1.0431948,1.2578217,2.330921,1.7167432,0.50403,0.9403726,0.32270715,0.8250515,1.7842872,1.4253063,0.7533933,0.976994,0.8506856,0.9099342,0.0,A
22.517088,18.012613,20.20436,11.607633,18.222786,24.953325,11.212862,21.471697,37.3999,28.148302,15.224453,18.857485,31.677523,20.236538,28.228384,22.165707,13.586521,25.546778,13.047251,20.853245,18.662552,27.528494,20.340322,39.319473,30.702269,23.381575,36.32488,21.18412,45.186447,27.976803,34.02315,53.2754,56.54734,79.94804,48.79094,75.62003,55.26221,108.634155,98.04692,87.945915,63.27928,174.42998,161.67802,79.1828,105.41388,122.944916,112.159874,159.99707,108.68831,124.75457,71.09958,125.29778,135.02725,152.85324,119.049194,88.86397,178.92957,126.37316,145.22516,74.033394,130.02283,145.01924,125.73649,154.00868,95.09779,171.06938,100.972786,115.722496,143.43788,189.6536,151.32362,89.9653,90.23385,131.10297,137.91832,81.38513,78.07705,138.94879,73.2863,98.14488,144.67316,148.7752,88.56237,113.50658,93.979065,50.410908,76.263,58.896698,124.09507,100.525024,116.348976,121.883484,53.68234,100.70146,68.17492,86.031334,104.77264,129.12773,138.48166,71.693344,45.1731,152.88805,137.01253,105.775635,164.9975,90.7998,115.861534,113.65808,111.50652,76.58868,95.87216,111.36155,68.443825,74.83717,129.21547,88.00587,69.89628,88.8017,55.66764,44.54894,63.65913,75.476166,67.74981,97.019066,70.22263,59.326332,61.388855,138.22514,137.66545,93.09805,145.43579,93.30084,65.92652,40.191372,65.011246,64.44834,71.06488,92.50639,72.00447,35.85932,55.30757,68.383415,56.532402,52.848373,68.15119,74.446846,64.17786,43.725697,95.76694,99.76373,66.544914,38.293453,76.78497,45.720284,78.764175,93.51224,65.45932,40.987564,98.6249,43.086685,80.29703,57.546185,80.03168,26.491568,44.185215,57.729424,77.183914,79.20232,52.439316,41.577137,56.37836,82.40529,71.9129,71.2422,43.497826,51.1485,49.93895,56.638607,58.963512,65.28271,59.53331,64.56008,64.58285,51.39052,52.28556,72.42535,37.83573,53.580048,55.29946,52.099686,52.50722,43.36007,86.95064,43.593857,51.74506,55.266064,46.132828,64.25541,47.529793,0.0,A
6.2209163,11.719629,13.818541,11.607633,23.808737,17.166319,17.892317,16.484486,16.237953,25.077776,20.02407,18.5919,13.8768015,12.958552,20.07478,17.662226,10.63019,10.482009,14.113579,11.326943,15.398448,26.398954,20.340322,14.905563,39.54156,24.256691,36.32488,28.164865,34.621902,27.976803,39.1141,46.87825,48.09293,57.976265,61.168545,61.492836,68.471466,73.98968,61.20969,98.10989,93.83995,122.34845,161.67802,82.893265,120.778366,64.66772,74.69267,146.74649,85.86453,124.75457,95.6727,101.67089,90.41967,172.56406,76.51488,59.689182,106.714554,88.08367,100.30215,81.75766,95.163414,66.18646,137.6393,110.227516,101.53575,155.7464,87.47971,115.722496,129.73636,69.55462,118.64121,89.239944,155.06335,61.494747,137.91832,75.04498,78.07705,84.95531,99.37498,91.81583,93.79326,135.19171,103.720566,113.50658,56.62587,50.410908,76.263,107.085526,61.448647,91.4962,92.23234,60.94354,84.82264,100.70146,64.46378,167.3252,104.77264,77.19183,52.12414,71.693344,54.638702,97.32678,80.55723,43.096687,59.53251,87.46702,115.861534,48.098488,89.21936,47.33258,95.87216,95.53929,55.623512,70.85578,63.67521,88.00587,69.89628,139.34834,82.65149,71.08349,65.331665,48.584145,64.78304,81.59056,28.896866,59.326332,54.611877,46.796146,58.339943,54.39048,74.95125,62.060726,54.438396,42.08936,43.337685,62.371677,50.828503,49.008488,60.91009,47.618633,55.30757,68.383415,56.532402,66.46233,51.18861,58.80341,55.3819,35.275948,53.891644,95.78018,50.77781,50.996426,57.509663,66.05881,31.647814,37.345024,85.43932,55.33582,60.18041,49.96534,51.952007,54.85721,74.57777,47.32952,50.182583,57.729424,26.043137,51.560143,48.9055,40.37454,56.55531,44.504673,49.385303,33.782616,55.595272,45.330692,77.45653,64.56417,33.79086,54.21246,37.50987,43.408688,50.88458,67.718254,36.018024,43.829884,19.36943,30.771353,35.733868,33.970047,52.50722,43.36007,44.24247,26.534346,33.645466,40.022285,51.81263,27.913624,23.583155,0.0,A
